X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
k__Bacteria;p__LD1,k__Bacteria;p__Elusimicrobia,0.26866,0.0061191022,0.0,0.26866,2.0,-0.51238745
k__Bacteria;p__LD1,k__Bacteria;p__FBP,0.26866,0.25109327,0.0,0.26866,2.0,0.13253959
k__Bacteria;p__LD1,k__Bacteria;p__Fibrobacteres,0.26866,0.16853994,0.0,0.26866,2.0,-0.31641755
k__Bacteria;p__LD1,k__Bacteria;p__Firmicutes,0.26866,-0.12738392,0.0,0.26866,2.0,0.6293202
k__Bacteria;p__LD1,k__Bacteria;p__GOUTA4,0.26866,-0.053519845,0.0,0.26866,2.0,0.5676089
k__Bacteria;p__NKB19,k__Bacteria;p__,0.26866,0.03903988,0.0,0.26866,2.0,0.47918695
k__Bacteria;p__NKB19,k__Bacteria;p__Elusimicrobia,0.26866,0.040336773,0.0,0.26866,2.0,-0.4778318
k__Bacteria;p__NKB19,k__Bacteria;p__Gemmatimonadetes,0.26866,0.117731944,0.0,0.26866,2.0,0.3884946
k__Bacteria;p__NKB19,k__Bacteria;p__LD1,0.26866,0.24793665,0.0,0.26866,2.0,0.14395611
k__Bacteria;p__Nitrospirae,k__Bacteria;p__Cyanobacteria,0.26866,0.101897374,0.0,0.26866,2.0,-0.40836582
k__Bacteria;p__Nitrospirae,k__Bacteria;p__Fibrobacteres,0.26866,0.035387322,0.0,0.26866,2.0,-0.4829831
k__Bacteria;p__Nitrospirae,k__Bacteria;p__Firmicutes,0.26866,0.1759571,0.0,0.26866,2.0,0.30447152
k__Bacteria;p__OD1,k__Archaea;p__[Parvarchaeota],0.26866,0.16373806,0.0,0.26866,2.0,-0.32391658
k__Bacteria;p__OD1,k__Bacteria;p__Acidobacteria,0.26866,0.10481383,0.0,0.26866,2.0,-0.40477917
k__Bacteria;p__OD1,k__Bacteria;p__Bacteroidetes,0.26866,0.2446086,0.0,0.26866,2.0,0.15508516
k__Bacteria;p__OD1,k__Bacteria;p__Elusimicrobia,0.26866,0.10061766,0.0,0.26866,2.0,-0.4099297
k__Bacteria;p__OD1,k__Bacteria;p__GN02,0.26866,0.2663133,0.0,0.26866,2.0,-0.048442695
k__Bacteria;p__OD1,k__Bacteria;p__Gemmatimonadetes,0.26866,-0.033212334,0.0,0.26866,2.0,0.5494291
k__Bacteria;p__OP11,k__Bacteria;p__Bacteroidetes,0.26866,0.19604924,0.0,0.26866,2.0,-0.26946387
k__Bacteria;p__OP11,k__Bacteria;p__FBP,0.26866,0.051110208,0.0,0.26866,2.0,0.46642235
k__Bacteria;p__OP11,k__Bacteria;p__FCPU426,0.26866,0.16319573,0.0,0.26866,2.0,-0.32475263
k__Bacteria;p__OP11,k__Bacteria;p__GN04,0.26866,0.14946008,0.0,0.26866,2.0,0.34525344
k__Bacteria;p__OP11,k__Bacteria;p__LD1,0.26866,0.15675443,0.0,0.26866,2.0,0.3345229
k__Bacteria;p__OP11,k__Bacteria;p__NKB19,0.26866,0.19890574,0.0,0.26866,2.0,-0.26411036
k__Bacteria;p__OP3,k__Bacteria;p__Chlamydiae,0.26866,0.05406651,0.0,0.26866,2.0,0.46324238
k__Bacteria;p__OP3,k__Bacteria;p__Chlorobi,0.26866,0.17416105,0.0,0.26866,2.0,-0.30740684
k__Bacteria;p__OP3,k__Bacteria;p__Chloroflexi,0.26866,-0.17936754,0.0,0.26866,2.0,0.6693486
k__Bacteria;p__OP3,k__Bacteria;p__Firmicutes,0.26866,0.2443197,0.0,0.26866,2.0,0.15601379
k__Bacteria;p__OP3,k__Bacteria;p__Gemmatimonadetes,0.26866,-0.17001435,0.0,0.26866,2.0,0.66232497
k__Bacteria;p__OP3,k__Bacteria;p__LD1,0.26866,0.11316246,0.0,0.26866,2.0,0.39433178
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__,0.26866,0.19746211,0.0,0.26866,2.0,0.26682934
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__Actinobacteria,0.26866,0.26465026,0.0,0.26866,2.0,-0.06332269
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__Elusimicrobia,0.26866,-0.024439394,0.0,0.26866,2.0,-0.54138654
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__Firmicutes,0.26866,0.051185593,0.0,0.26866,2.0,0.46634153
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__Gemmatimonadetes,0.26866,0.20527281,0.0,0.26866,2.0,0.25176814
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__OP11,0.26866,-0.17880422,0.0,0.26866,2.0,0.66892767
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__OP3,0.26866,0.23773244,0.0,0.26866,2.0,0.17586236
k__Bacteria;p__Proteobacteria,k__Bacteria;p__Acidobacteria,0.26866,0.26227042,0.0,0.26866,2.0,-0.07993487
k__Bacteria;p__Proteobacteria,k__Bacteria;p__FCPU426,0.26866,0.047886506,0.0,0.26866,2.0,0.4698654
k__Bacteria;p__Proteobacteria,k__Bacteria;p__LD1,0.26866,-0.26884454,0.0,0.26866,2.0,0.733147
k__Bacteria;p__Proteobacteria,k__Bacteria;p__OD1,0.26866,0.13419671,0.0,0.26866,2.0,0.36669236
k__Bacteria;p__SBR1093,k__Bacteria;p__Acidobacteria,0.26866,0.2584685,0.0,0.26866,2.0,-0.100952975
k__Bacteria;p__SBR1093,k__Bacteria;p__Actinobacteria,0.26866,-0.14351213,0.0,0.26866,2.0,-0.64200634
k__Bacteria;p__SBR1093,k__Bacteria;p__Armatimonadetes,0.26866,0.07520622,0.0,0.26866,2.0,0.43983382
k__Bacteria;p__SBR1093,k__Bacteria;p__BRC1,0.26866,0.26862597,0.0,0.26866,2.0,-0.0058346544
k__Bacteria;p__SBR1093,k__Bacteria;p__Bacteroidetes,0.26866,0.16112551,0.0,0.26866,2.0,0.32792452
k__Bacteria;p__SBR1093,k__Bacteria;p__Chlorobi,0.26866,0.24235243,0.0,0.26866,2.0,0.1621961
k__Bacteria;p__SBR1093,k__Bacteria;p__Fusobacteria,0.26866,0.26338544,0.0,0.26866,2.0,-0.072626226
k__Bacteria;p__SBR1093,k__Bacteria;p__GN02,0.26866,0.15501623,0.0,0.26866,2.0,-0.33711094
k__Bacteria;p__SBR1093,k__Bacteria;p__Gemmatimonadetes,0.26866,-0.06531936,0.0,0.26866,2.0,0.57790947
k__Bacteria;p__SBR1093,k__Bacteria;p__OP11,0.26866,0.1644994,0.0,0.26866,2.0,0.3227392
k__Bacteria;p__SBR1093,k__Bacteria;p__OP3,0.26866,-0.03584674,0.0,0.26866,2.0,0.5518213
k__Bacteria;p__Spirochaetes,k__Bacteria;p__Acidobacteria,0.26866,0.2673647,0.0,0.26866,2.0,0.035990417
k__Bacteria;p__Spirochaetes,k__Bacteria;p__BHI80-139,0.26866,0.2659081,0.0,0.26866,2.0,0.052458666
k__Bacteria;p__Spirochaetes,k__Bacteria;p__Elusimicrobia,0.26866,0.11694573,0.0,0.26866,2.0,-0.38950518
k__Bacteria;p__Spirochaetes,k__Bacteria;p__Fibrobacteres,0.26866,0.07987188,0.0,0.26866,2.0,-0.43449757
k__Bacteria;p__Spirochaetes,k__Bacteria;p__OctSpA1-106,0.26866,0.22500034,0.0,0.26866,2.0,-0.20894897
k__Bacteria;p__TM6,k__Archaea;p__Euryarchaeota,0.26866,0.18247303,0.0,0.26866,2.0,-0.29357618
k__Bacteria;p__TM6,k__Bacteria;p__BRC1,0.26866,0.13979423,0.0,0.26866,2.0,0.3589788
k__Bacteria;p__TM6,k__Bacteria;p__Chlamydiae,0.26866,0.24903446,0.0,0.26866,2.0,-0.14009118
k__Bacteria;p__TM6,k__Bacteria;p__Cyanobacteria,0.26866,0.2593783,0.0,0.26866,2.0,-0.09634163
k__Bacteria;p__TM6,k__Bacteria;p__Elusimicrobia,0.26866,0.20183411,0.0,0.26866,2.0,-0.25850704
k__Bacteria;p__TM6,k__Bacteria;p__Fibrobacteres,0.26866,0.19161354,0.0,0.26866,2.0,0.27757245
k__Bacteria;p__TM6,k__Bacteria;p__OP11,0.26866,0.021199927,0.0,0.26866,2.0,0.4974536
k__Bacteria;p__TM6,k__Bacteria;p__OctSpA1-106,0.26866,-0.24331069,0.0,0.26866,2.0,0.7155213
k__Bacteria;p__TM6,k__Bacteria;p__SC4,0.26866,0.23837191,0.0,0.26866,2.0,-0.17403476
k__Bacteria;p__TM7,k__Bacteria;p__Armatimonadetes,0.26866,0.24612555,0.0,0.26866,2.0,-0.15011482
k__Bacteria;p__TM7,k__Bacteria;p__BRC1,0.26866,-0.28163826,0.0,0.26866,2.0,0.74182093
k__Bacteria;p__TM7,k__Bacteria;p__Elusimicrobia,0.26866,0.19490165,0.0,0.26866,2.0,-0.2715849
k__Bacteria;p__TM7,k__Bacteria;p__Gemmatimonadetes,0.26866,0.22402717,0.0,0.26866,2.0,0.21126485
k__Bacteria;p__TM7,k__Bacteria;p__SBR1093,0.26866,0.2171751,0.0,0.26866,2.0,0.22690286
k__Bacteria;p__Tenericutes,k__Bacteria;p__FCPU426,0.26866,-0.00737229,0.0,0.26866,2.0,0.52538776
k__Bacteria;p__Tenericutes,k__Bacteria;p__TM6,0.26866,0.22206041,0.0,0.26866,2.0,0.21586941
k__Bacteria;p__WPS-2,k__Bacteria;p__Armatimonadetes,0.26866,-0.0051098764,0.0,0.26866,2.0,0.52323025
k__Bacteria;p__WPS-2,k__Bacteria;p__BRC1,0.26866,0.16952097,0.0,0.26866,2.0,0.3148635
k__Bacteria;p__WPS-2,k__Bacteria;p__GN02,0.26866,-0.082086354,0.0,0.26866,2.0,-0.5922384
k__Bacteria;p__WPS-2,k__Bacteria;p__TM6,0.26866,0.26211157,0.0,0.26866,2.0,0.08092245
k__Bacteria;p__WPS-2,k__Bacteria;p__TM7,0.26866,0.21286595,0.0,0.26866,2.0,0.23620766
k__Bacteria;p__WS1,k__Archaea;p__[Parvarchaeota],0.26866,0.26840493,0.0,0.26866,2.0,-0.015971329
k__Bacteria;p__WS1,k__Bacteria;p__Actinobacteria,0.26866,0.1635182,0.0,0.26866,2.0,0.32425576
k__Bacteria;p__WS1,k__Bacteria;p__BHI80-139,0.26866,0.25389263,0.0,0.26866,2.0,-0.121521086
k__Bacteria;p__WS1,k__Bacteria;p__Fibrobacteres,0.26866,0.20814905,0.0,0.26866,2.0,0.24598977
k__Bacteria;p__WS1,k__Bacteria;p__LD1,0.26866,0.042201474,0.0,0.26866,2.0,-0.4758766
k__Bacteria;p__WS1,k__Bacteria;p__WPS-2,0.26866,0.13115266,0.0,0.26866,2.0,-0.37081984
k__Bacteria;p__WS3,k__Bacteria;p__Fusobacteria,0.26866,0.25663048,0.0,0.26866,2.0,0.10967919
k__Bacteria;p__WS3,k__Bacteria;p__OP3,0.26866,0.06222579,0.0,0.26866,2.0,0.45435032
k__Bacteria;p__WS4,k__Bacteria;p__Actinobacteria,0.26866,-0.12530512,0.0,0.26866,2.0,-0.6276664
k__Bacteria;p__WS4,k__Bacteria;p__BRC1,0.26866,0.23712164,0.0,0.26866,2.0,-0.17759046
k__Bacteria;p__WS4,k__Bacteria;p__Chlorobi,0.26866,0.25889125,0.0,0.26866,2.0,-0.09883697
k__Bacteria;p__WS4,k__Bacteria;p__Elusimicrobia,0.26866,0.16272175,0.0,0.26866,2.0,-0.32548156
k__Bacteria;p__WS4,k__Bacteria;p__FBP,0.26866,0.25970292,0.0,0.26866,2.0,0.09464182
k__Bacteria;p__WS4,k__Bacteria;p__Firmicutes,0.26866,-0.27832574,0.0,0.26866,2.0,0.73958486
k__Bacteria;p__WS4,k__Bacteria;p__Fusobacteria,0.26866,0.2684678,0.0,0.26866,2.0,0.013863194
k__Bacteria;p__WS4,k__Bacteria;p__Gemmatimonadetes,0.26866,0.24369144,0.0,0.26866,2.0,0.15801443
k__Bacteria;p__WS4,k__Bacteria;p__TM6,0.26866,0.25961,0.0,0.26866,2.0,-0.095131546
k__Bacteria;p__WS5,k__Bacteria;p__,0.26866,0.12252912,0.0,0.26866,2.0,0.3822707
k__Bacteria;p__WS5,k__Bacteria;p__Elusimicrobia,0.26866,0.19396634,0.0,0.26866,2.0,-0.27330142
k__Bacteria;p__WS5,k__Bacteria;p__Firmicutes,0.26866,0.2384094,0.0,0.26866,2.0,-0.17392704
k__Bacteria;p__WS5,k__Bacteria;p__Gemmatimonadetes,0.26866,-0.086266816,0.0,0.26866,2.0,0.59575737
k__Bacteria;p__[Caldithrix],k__Archaea;p__Euryarchaeota,0.26866,0.17769665,0.0,0.26866,2.0,-0.30160135
k__Bacteria;p__[Caldithrix],k__Bacteria;p__Acidobacteria,0.26866,0.26641014,0.0,0.26866,2.0,-0.047432818
k__Bacteria;p__[Caldithrix],k__Bacteria;p__BRC1,0.26866,0.16758278,0.0,0.26866,2.0,-0.31792647
k__Bacteria;p__[Caldithrix],k__Bacteria;p__Chlorobi,0.26866,0.22256732,0.0,0.26866,2.0,-0.21469207
k__Bacteria;p__[Caldithrix],k__Bacteria;p__FBP,0.26866,0.2669204,0.0,0.26866,2.0,0.041708782
k__Bacteria;p__[Caldithrix],k__Bacteria;p__SC4,0.26866,0.26857057,0.0,0.26866,2.0,0.009457696
k__Bacteria;p__[Caldithrix],k__Bacteria;p__WPS-2,0.26866,0.22442019,0.0,0.26866,2.0,0.21033265
k__Bacteria;p__[Thermi],k__Bacteria;p__Bacteroidetes,0.26866,0.2375408,0.0,0.26866,2.0,0.17640638
k__Bacteria;p__[Thermi],k__Bacteria;p__Chlamydiae,0.26866,-0.041829318,0.0,0.26866,2.0,0.5572157
k__Bacteria;p__[Thermi],k__Bacteria;p__FCPU426,0.26866,0.20742153,0.0,0.26866,2.0,0.2474641
k__Bacteria;p__[Thermi],k__Bacteria;p__NKB19,0.26866,0.15959603,0.0,0.26866,2.0,0.33024836
k__Bacteria;p__[Thermi],k__Bacteria;p__OD1,0.26866,-0.022968978,0.0,0.26866,2.0,0.54002684
k__Bacteria;p__[Thermi],k__Bacteria;p__OctSpA1-106,0.26866,0.26865983,0.0,0.26866,2.0,4.1795927E-4
k__Bacteria;p__[Thermi],k__Bacteria;p__SBR1093,0.26866,-0.06956494,0.0,0.26866,2.0,0.5815711
k__Bacteria;p__[Thermi],k__Bacteria;p__Spirochaetes,0.26866,0.117837444,0.0,0.26866,2.0,0.3883588
k__Bacteria;p__[Thermi],k__Bacteria;p__WS4,0.26866,0.2625624,0.0,0.26866,2.0,0.078087315
k__Bacteria;p__[Thermi],k__Bacteria;p__WS5,0.26866,-0.043469787,0.0,0.26866,2.0,0.5586858
Richness_Avg,k__Archaea;p__Euryarchaeota,0.26866,0.25537124,0.0,0.26866,2.0,-0.11527688
Richness_Avg,k__Bacteria;p__BHI80-139,0.26866,-0.72411686,0.0,0.26866,2.0,0.9963819
Richness_Avg,k__Bacteria;p__BRC1,0.26866,0.23149057,0.0,0.26866,2.0,-0.19279379
Richness_Avg,k__Bacteria;p__Bacteroidetes,0.26866,0.26093313,0.0,0.26866,2.0,0.087902665
Richness_Avg,k__Bacteria;p__FBP,0.26866,0.22404253,0.0,0.26866,2.0,-0.2112285
Richness_Avg,k__Bacteria;p__Fibrobacteres,0.26866,0.21889214,0.0,0.26866,2.0,-0.22308713
Richness_Avg,k__Bacteria;p__OP11,0.26866,0.26849607,0.0,0.26866,2.0,-0.012803801
Richness_Avg,k__Bacteria;p__WPS-2,0.26866,0.24099234,0.0,0.26866,2.0,-0.16633603
Richness_Avg,k__Bacteria;p__WS4,0.26866,0.26810262,0.0,0.26866,2.0,-0.023608977
Richness_Avg,k__Bacteria;p__[Caldithrix],0.26866,0.24710017,0.0,0.26866,2.0,0.14683267
PD_Avg,k__Bacteria;p__AD3,0.26866,0.20562086,0.0,0.26866,2.0,-0.25107598
PD_Avg,k__Bacteria;p__Elusimicrobia,0.26866,0.12265365,0.0,0.26866,2.0,-0.3821078
PD_Avg,k__Bacteria;p__LD1,0.26866,0.08259706,0.0,0.26866,2.0,0.43135014
PD_Avg,k__Bacteria;p__SBR1093,0.26866,0.041206658,0.0,0.26866,2.0,0.4769207
Temperature,k__Bacteria;p__,0.26866,0.023437962,0.0,0.26866,2.0,0.495199
Temperature,k__Bacteria;p__Armatimonadetes,0.26866,0.10172239,0.0,0.26866,2.0,0.40858
Temperature,k__Bacteria;p__FCPU426,0.26866,0.20514046,0.0,0.26866,2.0,0.25203085
Temperature,k__Bacteria;p__Firmicutes,0.26866,0.029418886,0.0,0.26866,2.0,0.4891228
Temperature,k__Bacteria;p__OD1,0.26866,0.22180007,0.0,0.26866,2.0,0.21647155
Temperature,k__Bacteria;p__SBR1093,0.26866,-0.0958077,0.0,0.26866,2.0,0.6037116
Temperature,k__Bacteria;p__WS4,0.26866,0.037157297,0.0,0.26866,2.0,0.4811473
OrganicMatter_500,k__Bacteria;p__Armatimonadetes,0.26866,0.24628335,0.0,0.26866,2.0,-0.14958827
OrganicMatter_500,k__Bacteria;p__TM6,0.26866,0.1525065,0.0,0.26866,2.0,-0.340813
OrganicMatter_500,k__Bacteria;p__[Caldithrix],0.26866,0.23492852,0.0,0.26866,2.0,-0.18366134
NO3N_ppm,k__Bacteria;p__AD3,0.26866,0.1823844,0.0,0.26866,2.0,-0.2937271
NO3N_ppm,k__Bacteria;p__Actinobacteria,0.26866,0.17508331,0.0,0.26866,2.0,0.30590308
NO3N_ppm,k__Bacteria;p__Armatimonadetes,0.26866,0.20892702,0.0,0.26866,2.0,-0.24440333
NO3N_ppm,k__Bacteria;p__Chlamydiae,0.26866,0.2669949,0.0,0.26866,2.0,-0.040805645
NO3N_ppm,k__Bacteria;p__GOUTA4,0.26866,0.22354144,0.0,0.26866,2.0,-0.21241131
NO3N_ppm,k__Bacteria;p__Gemmatimonadetes,0.26866,0.2685064,0.0,0.26866,2.0,-0.012393796
NO3N_ppm,k__Bacteria;p__OP3,0.26866,0.19050725,0.0,0.26866,2.0,-0.27955815
NO3N_ppm,k__Bacteria;p__SBR1093,0.26866,0.2186941,0.0,0.26866,2.0,-0.22353055
NO3N_ppm,k__Bacteria;p__Spirochaetes,0.26866,0.26207095,0.0,0.26866,2.0,0.08117293
NO3N_ppm,k__Bacteria;p__WS4,0.26866,0.20623921,0.0,0.26866,2.0,-0.24984154
NH4N.ppm,k__Bacteria;p__OP3,0.26866,0.26268312,0.0,0.26866,2.0,-0.0773103
NH4N.ppm,k__Bacteria;p__Spirochaetes,0.26866,0.25069204,0.0,0.26866,2.0,0.13404465
pH,k__Bacteria;p__Actinobacteria,0.26866,0.2575417,0.0,0.26866,2.0,0.105443425
pH,k__Bacteria;p__Chlorobi,0.26866,0.20221104,0.0,0.26866,2.0,-0.25777698
pH,k__Bacteria;p__Chloroflexi,0.26866,0.23326346,0.0,0.26866,2.0,-0.18813968
pH,k__Bacteria;p__Firmicutes,0.26866,0.25125054,0.0,0.26866,2.0,-0.13194497
pH,k__Bacteria;p__SBR1093,0.26866,0.110680625,0.0,0.26866,2.0,-0.3974662
pH,k__Bacteria;p__WS1,0.26866,0.2611141,0.0,0.26866,2.0,0.086867265
pH,k__Bacteria;p__WS3,0.26866,0.24104042,0.0,0.26866,2.0,-0.16619141
pH,NO3N_ppm,0.26866,0.19349201,0.0,0.26866,2.0,0.27416784
SulfateSulfur_ppm,k__Bacteria;p__Armatimonadetes,0.26866,0.13249418,0.0,0.26866,2.0,0.36900654
SulfateSulfur_ppm,k__Bacteria;p__Fusobacteria,0.26866,0.2001946,0.0,0.26866,2.0,0.26165897
SulfateSulfur_ppm,k__Bacteria;p__OD1,0.26866,-0.32261747,0.0,0.26866,2.0,0.7689457
Ca_ppm,k__Bacteria;p__GN04,0.26866,0.26526695,0.0,0.26866,2.0,0.058249816
Ca_ppm,k__Bacteria;p__OP3,0.26866,0.19363278,0.0,0.26866,2.0,-0.27391097
Ca_ppm,k__Bacteria;p__SBR1093,0.26866,0.2153782,0.0,0.26866,2.0,-0.23082854
Ca_ppm,k__Bacteria;p__Spirochaetes,0.26866,0.25903705,0.0,0.26866,2.0,0.09809674
Ca_ppm,NO3N_ppm,0.26866,0.26864475,0.0,0.26866,2.0,0.0039080973
Mg_ppm,k__Bacteria;p__Chlamydiae,0.26866,0.15824872,0.0,0.26866,2.0,0.33228195
Mg_ppm,k__Bacteria;p__Cyanobacteria,0.26866,0.17719403,0.0,0.26866,2.0,-0.30243343
Mg_ppm,k__Bacteria;p__OD1,0.26866,-0.19650063,0.0,0.26866,2.0,0.68202686
Mg_ppm,k__Bacteria;p__SBR1093,0.26866,0.021341488,0.0,0.26866,2.0,0.4973113
Mg_ppm,k__Bacteria;p__WS1,0.26866,0.16261327,0.0,0.26866,2.0,-0.3256482
Mg_ppm,k__Bacteria;p__WS3,0.26866,0.11980425,0.0,0.26866,2.0,0.3858183
Fe_ppm,k__Bacteria;p__Chlamydiae,0.26866,0.19144246,0.0,0.26866,2.0,0.27788046
Fe_ppm,k__Bacteria;p__Cyanobacteria,0.26866,0.16808262,0.0,0.26866,2.0,-0.3171394
Fe_ppm,k__Bacteria;p__Firmicutes,0.26866,0.05867523,0.0,0.26866,2.0,0.45824096
Fe_ppm,k__Bacteria;p__OD1,0.26866,0.10655199,0.0,0.26866,2.0,0.4026264
Fe_ppm,k__Bacteria;p__SBR1093,0.26866,0.11302881,0.0,0.26866,2.0,0.3945012
Fe_ppm,k__Bacteria;p__WS3,0.26866,0.19950415,0.0,0.26866,2.0,0.262975
Fe_ppm,SulfateSulfur_ppm,0.26866,0.16557774,0.0,0.26866,2.0,0.32106426
Fe_ppm,Ca_ppm,0.26866,0.25851014,0.0,0.26866,2.0,-0.10074657
Iron_ppm,k__Bacteria;p__Armatimonadetes,0.26866,0.22609772,0.0,0.26866,2.0,-0.2063063
Iron_ppm,k__Bacteria;p__Bacteroidetes,0.26866,0.2213435,0.0,0.26866,2.0,-0.21752357
Iron_ppm,k__Bacteria;p__FBP,0.26866,0.25769338,0.0,0.26866,2.0,-0.10472161
Iron_ppm,k__Bacteria;p__GOUTA4,0.26866,0.23615855,0.0,0.26866,2.0,-0.18028161
Iron_ppm,k__Bacteria;p__NKB19,0.26866,0.15281376,0.0,0.26866,2.0,-0.34036192
Iron_ppm,k__Bacteria;p__Nitrospirae,0.26866,0.25181976,0.0,0.26866,2.0,-0.12976997
Iron_ppm,k__Bacteria;p__OP3,0.26866,0.21331167,0.0,0.26866,2.0,-0.23526229
Iron_ppm,k__Bacteria;p__TM6,0.26866,0.26666132,0.0,0.26866,2.0,0.044706874
Iron_ppm,Mg_ppm,0.26866,0.23931284,0.0,0.26866,2.0,-0.17131014
Iron_ppm,Fe_ppm,0.26866,0.2578693,0.0,0.26866,2.0,-0.103878275
k__Bacteria;p__FBP,k__Bacteria;p__AD3,0.26687,0.26156402,0.0,0.26687,2.0,-0.07284204
k__Bacteria;p__Planctomycetes,k__Archaea;p__[Parvarchaeota],0.26687,0.2654717,0.0,0.26687,2.0,0.037393972
k__Bacteria;p__Planctomycetes,k__Bacteria;p__OP3,0.26687,0.24830149,0.0,0.26687,2.0,0.13626629
k__Bacteria;p__SBR1093,k__Bacteria;p__AD3,0.26687,0.26645973,0.0,0.26687,2.0,-0.020254737
k__Bacteria;p__SC4,k__Bacteria;p__GAL15,0.26687,-0.073036194,0.0,0.26687,2.0,0.5830147
k__Bacteria;p__Tenericutes,k__Bacteria;p__Planctomycetes,0.26687,0.090574786,0.0,0.26687,2.0,-0.41987523
Ca_ppm,k__Bacteria;p__AD3,0.26687,0.26654568,0.0,0.26687,2.0,-0.018008953
Mg_ppm,k__Bacteria;p__AD3,0.26687,0.25407618,0.0,0.26687,2.0,-0.11310976
Iron_ppm,k__Bacteria;p__GAL15,0.26687,0.24152488,0.0,0.26687,2.0,-0.1592015
k__Bacteria;p__Nitrospirae,k__Bacteria;p__Chlamydiae,0.25988,0.13549042,0.0,0.25988,2.0,0.3526891
k__Bacteria;p__Nitrospirae,k__Bacteria;p__Gemmatimonadetes,0.25988,0.030519426,0.0,0.25988,2.0,0.47891605
k__Bacteria;p__SC4,k__Bacteria;p__GN04,0.25988,0.08316545,0.0,0.25988,2.0,0.4203743
k__Bacteria;p__WPS-2,k__Bacteria;p__GOUTA4,0.25988,0.25936195,0.0,0.25988,2.0,-0.022761015
k__Bacteria;p__WPS-2,k__Bacteria;p__Nitrospirae,0.25988,0.24775526,0.0,0.25988,2.0,-0.11011242
k__Bacteria;p__WS2,k__Bacteria;p__Chlorobi,0.25988,0.23392253,0.0,0.25988,2.0,-0.16111323
k__Bacteria;p__[Thermi],k__Bacteria;p__BHI80-139,0.25988,-0.3271168,0.0,0.25988,2.0,0.76615715
NH4N.ppm,PD_Avg,0.25988,0.050651103,0.0,0.25988,2.0,-0.45741546
NH4N.ppm,Temperature,0.25988,0.035038605,0.0,0.25988,2.0,-0.47417444
k__Bacteria;p__Chlorobi,k__Bacteria;p__Bacteroidetes,0.2533,0.22084951,0.0,0.2533,2.0,-0.18014021
k__Bacteria;p__FCPU426,k__Bacteria;p__Actinobacteria,0.2533,0.10510744,0.0,0.2533,2.0,-0.38495788
k__Bacteria;p__FCPU426,k__Bacteria;p__BRC1,0.2533,0.21070209,0.0,0.2533,2.0,-0.20639265
k__Bacteria;p__FCPU426,k__Bacteria;p__Chlorobi,0.2533,0.1636593,0.0,0.2533,2.0,-0.29940057
k__Bacteria;p__GOUTA4,k__Bacteria;p__FCPU426,0.2533,0.23667845,0.0,0.2533,2.0,0.12892465
k__Bacteria;p__OP11,k__Bacteria;p__Chlamydiae,0.2533,0.25329158,0.0,0.2533,2.0,0.0029021031
k__Bacteria;p__OP11,k__Bacteria;p__Fibrobacteres,0.2533,0.059694827,0.0,0.2533,2.0,0.4400059
k__Bacteria;p__Proteobacteria,k__Bacteria;p__GN02,0.2533,-0.033974588,0.0,0.2533,2.0,-0.53598005
k__Bacteria;p__SC4,k__Bacteria;p__Chlamydiae,0.2533,0.24285531,0.0,0.2533,2.0,-0.10219931
k__Bacteria;p__SC4,k__Bacteria;p__GOUTA4,0.2533,0.019157514,0.0,0.2533,2.0,0.48388273
k__Bacteria;p__Spirochaetes,k__Bacteria;p__Bacteroidetes,0.2533,0.17789334,0.0,0.2533,2.0,0.27460277
k__Bacteria;p__Tenericutes,k__Bacteria;p__Armatimonadetes,0.2533,0.18757041,0.0,0.2533,2.0,0.25637785
k__Bacteria;p__Tenericutes,k__Bacteria;p__GN02,0.2533,0.02806674,0.0,0.2533,2.0,-0.47458747
k__Bacteria;p__WPS-2,k__Bacteria;p__Chloroflexi,0.2533,0.2521828,0.0,0.2533,2.0,-0.033424515
k__Bacteria;p__WPS-2,k__Bacteria;p__Cyanobacteria,0.2533,0.045345306,0.0,0.2533,2.0,-0.4560205
k__Bacteria;p__WS1,k__Bacteria;p__Chloroflexi,0.2533,0.16682711,0.0,0.2533,2.0,-0.29406273
k__Bacteria;p__WS1,k__Bacteria;p__Elusimicrobia,0.2533,0.2523876,0.0,0.2533,2.0,-0.030205822
k__Bacteria;p__WS1,k__Bacteria;p__FBP,0.2533,0.25278175,0.0,0.2533,2.0,0.022765331
k__Bacteria;p__WS2,k__Bacteria;p__FCPU426,0.2533,0.20782493,0.0,0.2533,2.0,0.21324888
k__Bacteria;p__WS4,k__Bacteria;p__Proteobacteria,0.2533,-0.3140859,0.0,0.2533,2.0,0.75325024
k__Bacteria;p__WS5,k__Bacteria;p__OP3,0.2533,-0.35278362,0.0,0.2533,2.0,0.7785137
Richness_Avg,k__Bacteria;p__OctSpA1-106,0.2533,0.2517942,0.0,0.2533,2.0,-0.0388051
PD_Avg,k__Bacteria;p__Armatimonadetes,0.2533,0.10824156,0.0,0.2533,2.0,0.3808654
