X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
k__Bacteria;p__WS5,k__Bacteria;p__OP11,0.12115,0.058774833,0.0,0.12115,2.0,-0.24975021
k__Bacteria;p__WS5,k__Bacteria;p__Proteobacteria,0.12115,0.11938799,0.0,0.12115,2.0,-0.04197634
k__Bacteria;p__WS5,k__Bacteria;p__Tenericutes,0.12115,0.057005472,0.0,0.12115,2.0,0.2532677
k__Bacteria;p__WWE1,k__Archaea;p__[Parvarchaeota],0.12115,0.11464569,0.0,0.12115,2.0,-0.0806493
k__Bacteria;p__WWE1,k__Bacteria;p__Chloroflexi,0.12115,0.12083226,0.0,0.12115,2.0,0.017825413
k__Bacteria;p__WWE1,k__Bacteria;p__Firmicutes,0.12115,0.11781815,0.0,0.12115,2.0,-0.057722244
k__Bacteria;p__WWE1,k__Bacteria;p__OD1,0.12115,0.12109869,0.0,0.12115,2.0,-0.007163024
k__Bacteria;p__WWE1,k__Bacteria;p__WS1,0.12115,0.11360689,0.0,0.12115,2.0,-0.08685109
k__Bacteria;p__WWE1,k__Bacteria;p__WS5,0.12115,0.09997046,0.0,0.12115,2.0,0.14553192
k__Bacteria;p__[Caldithrix],k__Bacteria;p__Firmicutes,0.12115,0.116388716,0.0,0.12115,2.0,-0.06900207
k__Bacteria;p__[Thermi],k__Archaea;p__Crenarchaeota,0.12115,0.075432554,0.0,0.12115,2.0,0.21381639
k__Bacteria;p__[Thermi],k__Bacteria;p__Actinobacteria,0.12115,-0.14225297,0.0,0.12115,2.0,-0.513228
k__Bacteria;p__[Thermi],k__Bacteria;p__BRC1,0.12115,0.025030486,0.0,0.12115,2.0,-0.31003147
k__Bacteria;p__[Thermi],k__Bacteria;p__Chloroflexi,0.12115,-0.51174104,0.0,0.12115,2.0,0.7955445
k__Bacteria;p__[Thermi],k__Bacteria;p__Firmicutes,0.12115,0.11281261,0.0,0.12115,2.0,-0.091309324
k__Bacteria;p__[Thermi],k__Bacteria;p__Fusobacteria,0.12115,0.08479287,0.0,0.12115,2.0,0.19067547
k__Bacteria;p__[Thermi],k__Bacteria;p__LD1,0.12115,-0.011513472,0.0,0.12115,2.0,0.36422998
k__Bacteria;p__[Thermi],k__Bacteria;p__OP11,0.12115,0.112189546,0.0,0.12115,2.0,-0.09465967
k__Bacteria;p__[Thermi],k__Bacteria;p__OP3,0.12115,-0.12101734,0.0,0.12115,2.0,0.492105
k__Bacteria;p__[Thermi],k__Bacteria;p__Tenericutes,0.12115,0.11979604,0.0,0.12115,2.0,0.036796294
k__Bacteria;p__[Thermi],k__Bacteria;p__WS1,0.12115,0.059193756,0.0,0.12115,2.0,-0.24891011
Richness_Avg,k__Archaea;p__[Parvarchaeota],0.12115,0.11168535,0.0,0.12115,2.0,-0.097286426
Richness_Avg,k__Bacteria;p__,0.12115,0.031715497,0.0,0.12115,2.0,0.29905602
Richness_Avg,k__Bacteria;p__Armatimonadetes,0.12115,0.045899518,0.0,0.12115,2.0,0.27431822
Richness_Avg,k__Bacteria;p__Chlamydiae,0.12115,0.063603684,0.0,0.12115,2.0,0.23988815
Richness_Avg,k__Bacteria;p__Chloroflexi,0.12115,-0.6794861,0.0,0.12115,2.0,0.8947827
Richness_Avg,k__Bacteria;p__Cyanobacteria,0.12115,0.07013257,0.0,0.12115,2.0,-0.2258704
Richness_Avg,k__Bacteria;p__Firmicutes,0.12115,0.12089773,0.0,0.12115,2.0,-0.015883017
Richness_Avg,k__Bacteria;p__GN04,0.12115,-0.16071753,0.0,0.12115,2.0,0.530912
Richness_Avg,k__Bacteria;p__Gemmatimonadetes,0.12115,-0.12425986,0.0,0.12115,2.0,0.4953886
Richness_Avg,k__Bacteria;p__NC10,0.12115,0.11363463,0.0,0.12115,2.0,-0.08669123
Richness_Avg,k__Bacteria;p__Planctomycetes,0.12115,0.11253157,0.0,0.12115,2.0,-0.0928355
Richness_Avg,k__Bacteria;p__WS1,0.12115,0.08732481,0.0,0.12115,2.0,-0.18391624
PD_Avg,k__Bacteria;p__BHI80-139,0.12115,0.06064896,0.0,0.12115,2.0,-0.2459696
PD_Avg,k__Bacteria;p__Chloroflexi,0.12115,0.107878655,0.0,0.12115,2.0,-0.11520133
PD_Avg,k__Bacteria;p__Fusobacteria,0.12115,0.05817616,0.0,0.12115,2.0,-0.2509459
PD_Avg,k__Bacteria;p__Spirochaetes,0.12115,0.025729261,0.0,0.12115,2.0,-0.30890247
PD_Avg,k__Bacteria;p__WS1,0.12115,0.041972294,0.0,0.12115,2.0,-0.28138533
PD_Avg,k__Bacteria;p__WS2,0.12115,0.040586837,0.0,0.12115,2.0,-0.2838365
PD_Avg,k__Bacteria;p__WS4,0.12115,-0.018525407,0.0,0.12115,2.0,0.37373173
Temperature,k__Bacteria;p__Fusobacteria,0.12115,0.05986324,0.0,0.12115,2.0,-0.24756163
Temperature,k__Bacteria;p__Gemmatimonadetes,0.12115,0.1163692,0.0,0.12115,2.0,0.069143295
Temperature,k__Bacteria;p__Spirochaetes,0.12115,0.06946897,0.0,0.12115,2.0,-0.22733463
Temperature,k__Bacteria;p__WS1,0.12115,0.010801129,0.0,0.12115,2.0,-0.332188
Temperature,k__Bacteria;p__WS5,0.12115,0.1206683,0.0,0.12115,2.0,0.021947704
OrganicMatter_500,k__Bacteria;p__Actinobacteria,0.12115,0.049930774,0.0,0.12115,2.0,-0.2668693
OrganicMatter_500,k__Bacteria;p__BHI80-139,0.12115,-0.23092417,0.0,0.12115,2.0,0.5933584
OrganicMatter_500,k__Bacteria;p__Firmicutes,0.12115,0.056117058,0.0,0.12115,2.0,-0.25501558
OrganicMatter_500,k__Bacteria;p__GOUTA4,0.12115,0.032318905,0.0,0.12115,2.0,0.29804546
OrganicMatter_500,k__Bacteria;p__WS1,0.12115,0.11160937,0.0,0.12115,2.0,0.09767618
NO3N_ppm,k__Archaea;p__Crenarchaeota,0.12115,0.11820919,0.0,0.12115,2.0,-0.05422924
NO3N_ppm,k__Archaea;p__Euryarchaeota,0.12115,0.1166529,0.0,0.12115,2.0,0.06706044
NO3N_ppm,k__Bacteria;p__,0.12115,-0.0074958503,0.0,0.12115,2.0,0.35867235
NO3N_ppm,k__Bacteria;p__Acidobacteria,0.12115,0.10889615,0.0,0.12115,2.0,-0.1106971
NO3N_ppm,k__Bacteria;p__BRC1,0.12115,-0.034440577,0.0,0.12115,2.0,0.3944497
NO3N_ppm,k__Bacteria;p__Bacteroidetes,0.12115,0.084818006,0.0,0.12115,2.0,0.19060953
NO3N_ppm,k__Bacteria;p__Chlorobi,0.12115,0.08278185,0.0,0.12115,2.0,0.19587791
NO3N_ppm,k__Bacteria;p__FBP,0.12115,0.115363285,0.0,0.12115,2.0,0.07607047
NO3N_ppm,k__Bacteria;p__Fibrobacteres,0.12115,0.12059447,0.0,0.12115,2.0,-0.023569766
NO3N_ppm,k__Bacteria;p__Fusobacteria,0.12115,0.11621977,0.0,0.12115,2.0,0.07021564
NO3N_ppm,k__Bacteria;p__GN02,0.12115,0.10187431,0.0,0.12115,2.0,-0.13883694
NO3N_ppm,k__Bacteria;p__NKB19,0.12115,-0.009963587,0.0,0.12115,2.0,0.3620961
NO3N_ppm,k__Bacteria;p__OP11,0.12115,0.11234075,0.0,0.12115,2.0,-0.093857616
NO3N_ppm,k__Bacteria;p__Proteobacteria,0.12115,0.121130764,0.0,0.12115,2.0,0.0043863403
NO3N_ppm,k__Bacteria;p__TM6,0.12115,0.1209939,0.0,0.12115,2.0,0.012494318
NO3N_ppm,k__Bacteria;p__TM7,0.12115,0.058783684,0.0,0.12115,2.0,0.2497325
NO3N_ppm,k__Bacteria;p__Tenericutes,0.12115,0.07737801,0.0,0.12115,2.0,0.20921756
NO3N_ppm,k__Bacteria;p__WPS-2,0.12115,0.12091964,0.0,0.12115,2.0,-0.015177667
NO3N_ppm,k__Bacteria;p__[Thermi],0.12115,0.098906755,0.0,0.12115,2.0,-0.14914171
NO3N_ppm,PD_Avg,0.12115,0.11461566,0.0,0.12115,2.0,-0.08083528
NO3N_ppm,Temperature,0.12115,0.12046322,0.0,0.12115,2.0,-0.026206542
NO3N_ppm,OrganicMatter_500,0.12115,0.1203679,0.0,0.12115,2.0,0.027966045
NH4N.ppm,k__Bacteria;p__,0.12115,0.027053691,0.0,0.12115,2.0,-0.30675122
NH4N.ppm,k__Bacteria;p__Acidobacteria,0.12115,0.083334744,0.0,0.12115,2.0,-0.19446146
NH4N.ppm,k__Bacteria;p__Actinobacteria,0.12115,0.11503239,0.0,0.12115,2.0,0.07821518
NH4N.ppm,k__Bacteria;p__Elusimicrobia,0.12115,0.08038075,0.0,0.12115,2.0,0.20191395
NH4N.ppm,k__Bacteria;p__OP11,0.12115,0.051965207,0.0,0.12115,2.0,-0.26303002
NH4N.ppm,k__Bacteria;p__SC4,0.12115,0.118481025,0.0,0.12115,2.0,-0.051662166
NH4N.ppm,k__Bacteria;p__TM6,0.12115,0.09798603,0.0,0.12115,2.0,-0.15219717
NH4N.ppm,k__Bacteria;p__WS2,0.12115,0.08884622,0.0,0.12115,2.0,-0.17973253
NH4N.ppm,k__Bacteria;p__WS5,0.12115,0.1137409,0.0,0.12115,2.0,-0.08607616
pH,k__Bacteria;p__,0.12115,0.01310464,0.0,0.12115,2.0,-0.32870254
pH,k__Bacteria;p__BHI80-139,0.12115,0.11850214,0.0,0.12115,2.0,-0.051457398
pH,k__Bacteria;p__BRC1,0.12115,0.084172584,0.0,0.12115,2.0,-0.19229513
pH,k__Bacteria;p__Chlamydiae,0.12115,0.002266109,0.0,0.12115,2.0,-0.34479544
pH,k__Bacteria;p__GN02,0.12115,0.10499716,0.0,0.12115,2.0,0.12709385
pH,k__Bacteria;p__Gemmatimonadetes,0.12115,0.11694578,0.0,0.12115,2.0,0.06483997
pH,k__Bacteria;p__NKB19,0.12115,0.05625955,0.0,0.12115,2.0,-0.25473604
pH,k__Bacteria;p__OP11,0.12115,0.059175123,0.0,0.12115,2.0,-0.24894755
pH,k__Bacteria;p__Spirochaetes,0.12115,0.10768175,0.0,0.12115,2.0,0.11605278
pH,k__Bacteria;p__WPS-2,0.12115,0.05914838,0.0,0.12115,2.0,-0.24900125
pH,k__Bacteria;p__WS4,0.12115,0.108131185,0.0,0.12115,2.0,-0.114100024
SulfateSulfur_ppm,k__Bacteria;p__Gemmatimonadetes,0.12115,0.037753634,0.0,0.12115,2.0,0.2887843
K_ppm,k__Archaea;p__Crenarchaeota,0.12115,0.021768637,0.0,0.12115,2.0,-0.3152481
K_ppm,k__Bacteria;p__Acidobacteria,0.12115,0.08994913,0.0,0.12115,2.0,0.1766377
Ca_ppm,k__Archaea;p__Crenarchaeota,0.12115,0.08411869,0.0,0.12115,2.0,-0.19243522
Ca_ppm,k__Bacteria;p__Acidobacteria,0.12115,0.090225555,0.0,0.12115,2.0,-0.17585348
Ca_ppm,k__Bacteria;p__Actinobacteria,0.12115,0.0779034,0.0,0.12115,2.0,-0.20795818
Ca_ppm,k__Bacteria;p__Chlamydiae,0.12115,0.111085586,0.0,0.12115,2.0,0.10032155
Ca_ppm,k__Bacteria;p__Chlorobi,0.12115,0.09204438,0.0,0.12115,2.0,-0.17060368
Ca_ppm,k__Bacteria;p__Cyanobacteria,0.12115,0.11993311,0.0,0.12115,2.0,-0.034883928
Ca_ppm,k__Bacteria;p__Elusimicrobia,0.12115,0.10272394,0.0,0.12115,2.0,-0.13574262
Ca_ppm,k__Bacteria;p__FBP,0.12115,0.11956378,0.0,0.12115,2.0,0.03982738
Ca_ppm,k__Bacteria;p__FCPU426,0.12115,-0.14691378,0.0,0.12115,2.0,0.5177488
Ca_ppm,k__Bacteria;p__GN02,0.12115,0.11941993,0.0,0.12115,2.0,-0.041594137
Ca_ppm,k__Bacteria;p__Gemmatimonadetes,0.12115,0.08867879,0.0,0.12115,2.0,-0.18019769
Ca_ppm,k__Bacteria;p__NKB19,0.12115,0.08769399,0.0,0.12115,2.0,-0.18290986
Ca_ppm,k__Bacteria;p__OD1,0.12115,0.1210782,0.0,0.12115,2.0,0.008473358
Ca_ppm,k__Bacteria;p__OctSpA1-106,0.12115,0.06830713,0.0,0.12115,2.0,-0.22987577
Ca_ppm,k__Bacteria;p__WS1,0.12115,0.120750695,0.0,0.12115,2.0,-0.019982703
Ca_ppm,k__Bacteria;p__WS2,0.12115,0.098206304,0.0,0.12115,2.0,-0.15147178
Ca_ppm,Richness_Avg,0.12115,0.11481817,0.0,0.12115,2.0,-0.07957283
Ca_ppm,PD_Avg,0.12115,0.121070996,0.0,0.12115,2.0,-0.00888842
Ca_ppm,K_ppm,0.12115,0.1162654,0.0,0.12115,2.0,-0.06988992
Mg_ppm,k__Bacteria;p__NKB19,0.12115,0.07573443,0.0,0.12115,2.0,0.2131093
Mg_ppm,k__Bacteria;p__TM6,0.12115,0.1035385,0.0,0.12115,2.0,-0.13270834
Mg_ppm,k__Bacteria;p__TM7,0.12115,0.12057822,0.0,0.12115,2.0,-0.02391191
Mg_ppm,k__Bacteria;p__WPS-2,0.12115,0.10823999,0.0,0.12115,2.0,0.11362223
Mg_ppm,k__Bacteria;p__WS5,0.12115,0.052370556,0.0,0.12115,2.0,0.26225835
Mg_ppm,k__Bacteria;p__WWE1,0.12115,0.10736436,0.0,0.12115,2.0,-0.117412284
Mg_ppm,k__Bacteria;p__[Thermi],0.12115,-0.20387407,0.0,0.12115,2.0,0.57010883
Mg_ppm,Richness_Avg,0.12115,-0.59184724,0.0,0.12115,2.0,0.84439164
Mg_ppm,PD_Avg,0.12115,0.113916546,0.0,0.12115,2.0,-0.08504971
Mg_ppm,Temperature,0.12115,0.12102264,0.0,0.12115,2.0,0.011285294
Mg_ppm,pH,0.12115,0.11404431,0.0,0.12115,2.0,-0.08429527
Mg_ppm,K_ppm,0.12115,0.11946464,0.0,0.12115,2.0,-0.041053105
Fe_ppm,k__Archaea;p__Crenarchaeota,0.12115,0.0979093,0.0,0.12115,2.0,-0.152449
Fe_ppm,k__Archaea;p__Euryarchaeota,0.12115,0.073703974,0.0,0.12115,2.0,-0.21782109
Fe_ppm,k__Bacteria;p__BHI80-139,0.12115,0.07922663,0.0,0.12115,2.0,0.20475198
Fe_ppm,k__Bacteria;p__Bacteroidetes,0.12115,0.07889653,0.0,0.12115,2.0,0.2055565
Fe_ppm,k__Bacteria;p__NKB19,0.12115,0.03543479,0.0,0.12115,2.0,0.2927716
Fe_ppm,k__Bacteria;p__TM7,0.12115,0.041692734,0.0,0.12115,2.0,0.28188166
Fe_ppm,k__Bacteria;p__Tenericutes,0.12115,0.10609777,0.0,0.12115,2.0,0.12268754
Fe_ppm,k__Bacteria;p__WS2,0.12115,-0.0089729875,0.0,0.12115,2.0,0.36072564
Fe_ppm,k__Bacteria;p__[Thermi],0.12115,0.11466133,0.0,0.12115,2.0,0.080552295
Fe_ppm,Richness_Avg,0.12115,0.077241704,0.0,0.12115,2.0,0.20954308
Fe_ppm,PD_Avg,0.12115,0.104555525,0.0,0.12115,2.0,0.12881956
Fe_ppm,Temperature,0.12115,0.05525595,0.0,0.12115,2.0,0.25669837
Fe_ppm,OrganicMatter_500,0.12115,0.11957816,0.0,0.12115,2.0,-0.039646473
Fe_ppm,pH,0.12115,0.12114509,0.0,0.12115,2.0,-0.0022161214
Fe_ppm,K_ppm,0.12115,0.050727256,0.0,0.12115,2.0,-0.26537284
Iron_ppm,k__Bacteria;p__Acidobacteria,0.12115,0.11726751,0.0,0.12115,2.0,-0.062309638
Iron_ppm,k__Bacteria;p__Chlorobi,0.12115,0.08211739,0.0,0.12115,2.0,-0.19756672
Iron_ppm,k__Bacteria;p__Gemmatimonadetes,0.12115,0.12106302,0.0,0.12115,2.0,0.00932667
Iron_ppm,k__Bacteria;p__[Thermi],0.12115,0.1136773,0.0,0.12115,2.0,-0.08644477
Iron_ppm,Richness_Avg,0.12115,0.11085539,0.0,0.12115,2.0,-0.101462364
Iron_ppm,Temperature,0.12115,-0.045827582,0.0,0.12115,2.0,-0.4086289
Iron_ppm,OrganicMatter_500,0.12115,-0.07881932,0.0,0.12115,2.0,0.4471793
k__Bacteria;p__AD3,k__Bacteria;Other,0.12107,0.09075832,0.0,0.12107,2.0,-0.17410247
k__Bacteria;p__GN02,k__Bacteria;Other,0.12107,0.1150473,0.0,0.12107,2.0,-0.07760607
k__Bacteria;p__WWE1,k__Archaea;p__Euryarchaeota,0.12107,0.098300636,0.0,0.12107,2.0,-0.1508952
k__Bacteria;p__WWE1,k__Bacteria;p__LD1,0.12107,0.1210185,0.0,0.12107,2.0,-0.007176468
k__Bacteria;p__WWE1,k__Bacteria;p__OctSpA1-106,0.12107,0.12099792,0.0,0.12107,2.0,-0.008489669
k__Bacteria;p__[Caldithrix],k__Bacteria;Other,0.12107,0.05277206,0.0,0.12107,2.0,0.26133874
PD_Avg,k__Bacteria;p__WWE1,0.12107,0.11098742,0.0,0.12107,2.0,0.10041205
Temperature,k__Bacteria;p__WWE1,0.12107,0.10974963,0.0,0.12107,2.0,0.106397234
pH,k__Bacteria;p__Verrucomicrobia,0.12107,0.11126332,0.0,0.12107,2.0,-0.09902867
Iron_ppm,k__Bacteria;p__Verrucomicrobia,0.12107,0.10859226,0.0,0.12107,2.0,-0.1117038
k__Bacteria;p__Tenericutes,k__Bacteria;p__AD3,0.11712,-0.004546307,0.0,0.11712,2.0,-0.34880698
k__Bacteria;p__WS3,k__Bacteria;p__Cyanobacteria,0.11712,0.114868745,0.0,0.11712,2.0,0.04744733
k__Bacteria;p__WS3,k__Bacteria;p__WS2,0.11712,0.07205027,0.0,0.11712,2.0,0.21229632
k__Bacteria;p__AD3,k__Archaea;p__Euryarchaeota,0.11247,-0.019814387,0.0,0.11247,2.0,0.3637092
k__Bacteria;p__Armatimonadetes,k__Bacteria;p__AD3,0.11247,0.10347605,0.0,0.11247,2.0,-0.094836436
k__Bacteria;p__Fusobacteria,k__Bacteria;p__AD3,0.11247,0.094888695,0.0,0.11247,2.0,-0.13259451
SulfateSulfur_ppm,k__Bacteria;p__AD3,0.11247,0.09312046,0.0,0.11247,2.0,-0.13910261
k__Bacteria;p__GAL15,k__Archaea;p__Euryarchaeota,0.10917,0.06300661,0.0,0.10917,2.0,-0.21485667
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__GN02,0.10917,0.095787965,0.0,0.10917,2.0,-0.115680724
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__GOUTA4,0.10917,0.10634035,0.0,0.10917,2.0,0.053194474
k__Bacteria;p__Planctomycetes,k__Bacteria;p__,0.10917,0.07715747,0.0,0.10917,2.0,-0.17892046
k__Bacteria;p__Planctomycetes,k__Bacteria;p__Actinobacteria,0.10917,0.10600054,0.0,0.10917,2.0,0.056297895
k__Bacteria;p__Planctomycetes,k__Bacteria;p__Armatimonadetes,0.10917,0.10684935,0.0,0.10917,2.0,0.048173107
k__Bacteria;p__Planctomycetes,k__Bacteria;p__Fibrobacteres,0.10917,0.09431853,0.0,0.10917,2.0,-0.12186659
k__Bacteria;p__Planctomycetes,k__Bacteria;p__Fusobacteria,0.10917,0.06709127,0.0,0.10917,2.0,0.20513101
k__Bacteria;p__TM6,k__Bacteria;p__Lentisphaerae,0.10917,0.08636613,0.0,0.10917,2.0,-0.15100949
k__Bacteria;p__WS3,k__Archaea;p__Euryarchaeota,0.10917,0.08246583,0.0,0.10917,2.0,-0.1634141
k__Bacteria;p__WS3,k__Bacteria;p__Armatimonadetes,0.10917,0.10827454,0.0,0.10917,2.0,0.029924178
k__Bacteria;p__WS3,k__Bacteria;p__Bacteroidetes,0.10917,0.10894077,0.0,0.10917,2.0,-0.015140278
k__Bacteria;p__WS3,k__Bacteria;p__Chlorobi,0.10917,0.07107191,0.0,0.10917,2.0,-0.19518733
k__Bacteria;p__WS3,k__Bacteria;p__GN02,0.10917,0.106971964,0.0,0.10917,2.0,-0.04688315
k__Bacteria;p__WS3,k__Bacteria;p__WPS-2,0.10917,0.10604387,0.0,0.10917,2.0,-0.055911817
k__Bacteria;p__WS4,k__Bacteria;p__Lentisphaerae,0.10917,0.10792571,0.0,0.10917,2.0,-0.03527438
Temperature,k__Bacteria;p__GAL15,0.10917,0.09257695,0.0,0.10917,2.0,-0.12881398
Fe_ppm,k__Bacteria;p__Planctomycetes,0.10917,0.083045565,0.0,0.10917,2.0,-0.16163054
k__Bacteria;p__Verrucomicrobia,k__Archaea;p__Euryarchaeota,0.109,0.08112471,0.0,0.109,2.0,-0.16695894
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Chlorobi,0.109,0.10893844,0.0,0.109,2.0,0.007845827
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Fibrobacteres,0.109,0.108646154,0.0,0.109,2.0,-0.018810652
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Firmicutes,0.109,0.10486965,0.0,0.109,2.0,0.0642678
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__OP3,0.109,-0.22142246,0.0,0.109,2.0,0.57482386
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__SBR1093,0.109,0.062063288,0.0,0.109,2.0,0.21664882
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__TM7,0.109,0.10124788,0.0,0.109,2.0,-0.08804614
k__Bacteria;p__WS5,k__Bacteria;p__Verrucomicrobia,0.109,-0.19920897,0.0,0.109,2.0,0.5551657
Fe_ppm,k__Bacteria;p__Verrucomicrobia,0.109,0.06603642,0.0,0.109,2.0,-0.20727657
k__Archaea;p__Euryarchaeota,k__Archaea;p__Crenarchaeota,0.10523,0.102660865,0.0,0.10523,2.0,0.050686676
k__Bacteria;p__BHI80-139,k__Bacteria;p__,0.10523,0.024554849,0.0,0.10523,2.0,0.28403372
k__Bacteria;p__Elusimicrobia,k__Bacteria;p__BHI80-139,0.10523,0.105227366,0.0,0.10523,2.0,-0.0016232133
k__Bacteria;p__GN02,k__Bacteria;p__AD3,0.10523,-0.3564045,0.0,0.10523,2.0,0.6794369
k__Bacteria;p__GOUTA4,k__Archaea;p__Euryarchaeota,0.10523,0.046086363,0.0,0.10523,2.0,-0.24319465
k__Bacteria;p__GOUTA4,k__Bacteria;p__GN02,0.10523,0.101903975,0.0,0.10523,2.0,0.05767171
k__Bacteria;p__Gemmatimonadetes,k__Bacteria;p__FBP,0.10523,0.10515118,0.0,0.10523,2.0,-0.008878566
k__Bacteria;p__Nitrospirae,k__Bacteria;p__BRC1,0.10523,0.011106975,0.0,0.10523,2.0,-0.30679476
k__Bacteria;p__Proteobacteria,k__Bacteria;p__Chloroflexi,0.10523,0.09667081,0.0,0.10523,2.0,0.09251592
k__Bacteria;p__SC4,k__Bacteria;p__BHI80-139,0.10523,-0.3521578,0.0,0.10523,2.0,0.6763045
k__Bacteria;p__SC4,k__Bacteria;p__Gemmatimonadetes,0.10523,0.081328735,0.0,0.10523,2.0,0.15460035
k__Bacteria;p__Spirochaetes,k__Bacteria;p__GN02,0.10523,-0.0047550127,0.0,0.10523,2.0,0.3316399
k__Bacteria;p__Spirochaetes,k__Bacteria;p__SBR1093,0.10523,0.104938745,0.0,0.10523,2.0,0.017066259
k__Bacteria;p__Spirochaetes,k__Bacteria;p__SC4,0.10523,0.10522973,0.0,0.10523,2.0,5.262413E-4
k__Bacteria;p__TM7,k__Archaea;p__[Parvarchaeota],0.10523,0.103891805,0.0,0.10523,2.0,0.036581405
k__Bacteria;p__Tenericutes,k__Archaea;p__[Parvarchaeota],0.10523,0.060201276,0.0,0.10523,2.0,0.21219973
k__Bacteria;p__Tenericutes,k__Bacteria;p__Spirochaetes,0.10523,0.07976018,0.0,0.10523,2.0,-0.15959267
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Acidobacteria,0.10523,0.096025854,0.0,0.10523,2.0,-0.09593825
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Chlamydiae,0.10523,0.018038891,0.0,0.10523,2.0,0.2952814
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__SC4,0.10523,0.08211688,0.0,0.10523,2.0,-0.15203
k__Bacteria;p__WS1,k__Bacteria;p__Nitrospirae,0.10523,0.1052204,0.0,0.10523,2.0,-0.0030993798
k__Bacteria;p__WS2,k__Archaea;p__Crenarchaeota,0.10523,0.10522864,0.0,0.10523,2.0,-0.0011689407
k__Bacteria;p__WS2,k__Bacteria;p__Elusimicrobia,0.10523,0.054562807,0.0,0.10523,2.0,-0.22509375
k__Bacteria;p__[Caldithrix],k__Bacteria;p__Cyanobacteria,0.10523,0.0012840927,0.0,0.10523,2.0,-0.32240644
k__Bacteria;p__[Caldithrix],k__Bacteria;p__LD1,0.10523,0.035758227,0.0,0.10523,2.0,0.263575
Richness_Avg,k__Bacteria;p__AD3,0.10523,0.09988877,0.0,0.10523,2.0,-0.07308375
OrganicMatter_500,k__Bacteria;p__AD3,0.10523,0.10326945,0.0,0.10523,2.0,0.04427814
pH,k__Bacteria;p__Cyanobacteria,0.10523,0.10514907,0.0,0.10523,2.0,0.008996388
pH,k__Bacteria;p__LD1,0.10523,0.011065684,0.0,0.10523,2.0,-0.30686206
SulfateSulfur_ppm,k__Bacteria;p__Chlorobi,0.10523,0.08492924,0.0,0.10523,2.0,-0.14248073
Ca_ppm,k__Bacteria;p__Proteobacteria,0.10523,0.024175994,0.0,0.10523,2.0,0.28469986
Ca_ppm,k__Bacteria;p__TM6,0.10523,0.083791174,0.0,0.10523,2.0,-0.14642005
Ca_ppm,Temperature,0.10523,0.10521674,0.0,0.10523,2.0,-0.0036420801
Ca_ppm,OrganicMatter_500,0.10523,0.1008696,0.0,0.10523,2.0,0.066033326
Mg_ppm,k__Archaea;p__Crenarchaeota,0.10523,0.093535684,0.0,0.10523,2.0,0.108140275
Mg_ppm,k__Archaea;p__Euryarchaeota,0.10523,0.05997702,0.0,0.10523,2.0,-0.21272749
Mg_ppm,k__Bacteria;p__Armatimonadetes,0.10523,0.015661083,0.0,0.10523,2.0,0.29928067
Mg_ppm,k__Bacteria;p__OctSpA1-106,0.10523,0.103784844,0.0,0.10523,2.0,-0.038015258
Fe_ppm,k__Bacteria;p__OctSpA1-106,0.10523,0.09535924,0.0,0.10523,2.0,0.099351704
Fe_ppm,k__Bacteria;p__SC4,0.10523,0.09977035,0.0,0.10523,2.0,0.07388944
Fe_ppm,k__Bacteria;p__WS5,0.10523,0.10330508,0.0,0.10523,2.0,-0.04387398
k__Bacteria;p__GN04,k__Bacteria;p__Bacteroidetes,0.10218,0.09076902,0.0,0.10218,2.0,-0.10682218
k__Bacteria;p__Gemmatimonadetes,k__Bacteria;p__GN04,0.10218,-0.039348416,0.0,0.10218,2.0,0.3762026
k__Bacteria;p__NC10,k__Bacteria;p__FBP,0.10218,0.10000691,0.0,0.10218,2.0,0.04661643
k__Bacteria;p__NC10,k__Bacteria;p__GN04,0.10218,0.082038745,0.0,0.10218,2.0,-0.14191987
k__Bacteria;p__Nitrospirae,k__Archaea;p__Euryarchaeota,0.10218,0.101959854,0.0,0.10218,2.0,0.014837223
k__Bacteria;p__Nitrospirae,k__Bacteria;p__GN02,0.10218,-0.00876046,0.0,0.10218,2.0,0.33307725
k__Bacteria;p__Nitrospirae,k__Bacteria;p__GN04,0.10218,-0.024772026,0.0,0.10218,2.0,0.35630327
k__Bacteria;p__OP11,k__Bacteria;p__Nitrospirae,0.10218,0.10175725,0.0,0.10218,2.0,-0.02056087
k__Bacteria;p__OP3,k__Bacteria;p__NC10,0.10218,0.099122815,0.0,0.10218,2.0,0.055291794
k__Bacteria;p__PAUC34f,k__Bacteria;p__Fusobacteria,0.10218,0.02481173,0.0,0.10218,2.0,0.2781515
